Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage
Energy,Europe,India,2013,287.22,588.39,87.71,196.91,48.72,11.34,441.13,592.08,57.1,67.9,2.62,1.35
Construction,Europe,India,2013,116.25,296.08,30.29,102.94,2.61,12.79,626.36,3701.43,42.8,7.82,-6.66,6.81
Energy,Europe,India,2004,99.21,231.65,85.91,185.18,42.85,12.81,1352.6,4826.09,71.32,31.13,2.96,0.45
Construction,Europe,India,2012,30.1,869.91,37.85,116.95,0.51,5.66,588.76,1968.96,37.61,1.98,-7.65,9.26
Mining,Europe,India,2015,85.85,7.08,35.97,29.11,32.03,12.05,1353.91,19659.82,96.49,80.64,-5.81,-0.77
Energy,Europe,India,2009,288.2,354.57,5.5,70.08,38.93,9.24,1176.16,24499.25,58.59,31.47,1.76,5.02
Mining,Europe,India,2005,136.04,574.46,40.72,157.53,9.66,19.27,1238.01,4644.01,37.73,43.09,3.5,-4.92
Construction,Europe,India,2019,35.67,565.65,72.88,186.86,13.14,19.92,851.56,4649.6,54.52,0.74,10.59,6.19
Mining,Europe,India,2005,154.85,167.18,72.27,158.38,22.38,0.57,1180.58,5119.24,33.31,66.06,1.49,2.61
Construction,Europe,India,2018,94.33,585.74,55.8,167.64,2.83,15.58,1161.37,1507.78,68.31,95.67,9.39,-4.16
Construction,Europe,India,2008,26.06,829.37,8.86,148.1,47.15,1.8,706.99,4929.97,89.46,97.44,-2.63,8.55
Manufacturing,Europe,India,2014,104.26,614.08,80.54,42.21,21.12,2.35,905.72,23828.65,37.01,41.17,11.55,-4.97
Energy,Europe,India,2017,139.2,349.88,37.94,97.61,32.11,5.6,1387.8,21548.89,61.22,5.25,4.27,-0.97
Construction,Europe,India,2019,286.54,98.03,21.55,190.7,17.24,3.09,1146.83,6648.18,35.34,70.75,-9.2,2.84
Energy,Europe,India,2019,216.48,36.59,18.59,21.85,23,9.85,996.38,20603.24,45.83,97.62,-7.08,0.95
Energy,Europe,India,2011,221.64,746.01,2.69,1.49,29.17,10.4,925.23,10172.6,71.53,40.12,-0.51,-3.93
Manufacturing,Europe,India,2022,194.61,440.59,32.02,11.57,29.11,1.93,506.94,18071.6,72.62,32.52,10.18,4.76
Construction,Europe,India,2022,208.83,83.16,73.06,81.75,9.05,16.08,698.81,14252.06,46.25,76.4,4.9,5.5
Energy,Europe,India,2004,255.66,589.17,12.16,187.49,19.75,11.61,1185.23,22307.05,54.53,6.31,-5.5,0.15
Construction,Europe,India,2009,38.36,621.71,2.12,125.47,12.02,4.08,381.92,22844.55,81.72,46.74,2.41,0.83
Manufacturing,Europe,India,2017,185.84,557.4,51.88,117.76,26.2,17.86,249.32,15132.04,97.08,80,-7.89,5.23
Mining,Europe,India,2004,33.48,930,36.22,49.34,12.09,17.93,1225.08,18814.47,96.1,70.27,-0.65,5.18
Construction,Europe,India,2015,147.27,825.98,98.84,176.02,42.78,19.3,440.64,95.26,51.31,15.25,1.57,-2.98
Manufacturing,Europe,India,2022,287.28,99.29,25.22,57.9,17.75,6.41,1026.85,7098.01,79.86,15.01,4.69,3.94
Mining,Europe,India,2008,128.94,672.7,86.4,122.59,41.11,18.42,872.95,5875.25,88.18,57.17,-2.72,7.61
Manufacturing,Europe,India,2020,63.24,773.42,94.83,133.34,23.89,14.42,307.86,2033.73,25.54,6.26,7.63,4.52
Energy,Europe,India,2002,88.23,742.42,30.43,27.93,5.69,13.83,81.28,20377.6,24.42,72.1,3.25,-2.33
Manufacturing,Europe,India,2012,208.48,573.15,23.17,116.43,9.61,11.91,1085.43,22971.84,91.27,8.87,-2.38,8.4
Mining,Europe,India,2005,49.38,727.6,58.59,99.55,7.66,3.82,60.9,10914.04,86.51,42.5,-0.23,-2.29
Energy,Europe,India,2020,14.74,467.1,30.91,116.83,1.1,5.81,1052.15,10535.6,35.68,54.2,-2.17,6.76
Construction,Europe,India,2006,128.78,77.36,4.58,37.91,15.86,3.61,1007.49,23311.64,87.02,84.54,-1.29,0.72
Mining,Europe,India,2002,275.92,331,4.61,139.78,37.28,11.18,687.83,9144.27,61.44,45.11,8.39,-0.23
Manufacturing,Europe,India,2007,9.99,967.16,21.32,61.95,41.7,9.65,553.3,22382.75,76.2,72.88,9.14,-4.99
Manufacturing,Europe,India,2006,230.29,60.31,83.57,36.62,48.5,2.14,910.79,16514.67,63.29,6.54,1.82,-4.37
Construction,Europe,India,2012,53.25,630.76,4.01,57.28,6.14,10.62,288.77,10444.25,73.83,45.49,-4.84,-1.31
Mining,Europe,India,2013,268.93,326.64,27.27,112.34,30.34,0.24,760.02,14866.28,86.53,24.03,12.58,-3.81
Manufacturing,Europe,India,2008,45.94,601.15,2.57,78.58,14.6,10.98,270.04,7636.85,95.6,48.73,-7.11,5.49
Energy,Europe,India,2008,153.96,240.33,72.39,78.7,15.72,5.46,1436.24,6007.68,34.78,45.29,7.5,8.79
Mining,Europe,India,2009,291.6,124.08,64.21,78.19,5.12,1.3,1004.92,16768.64,76.23,97.2,14.62,2.5
Manufacturing,Europe,India,2011,232.7,793.12,85.26,62.06,17.01,3.41,419.58,9020.58,86.08,55.05,8.33,-1.68
Construction,Europe,India,2020,182.16,869.3,98.66,136.84,20.2,5.56,1422.13,16731.12,55.64,43.98,2.32,2
Construction,Europe,India,2013,168.61,681.94,11.91,151.41,37.03,0.73,460.28,6566.97,79.47,62.08,-9.97,-4.98
Manufacturing,Europe,India,2014,102.67,65.32,89.89,147,13.04,9.43,975.55,19746.22,83.53,32.76,-5.04,4.18
Manufacturing,Europe,India,2022,121.9,524.38,14.18,50.41,24.46,6.17,446.23,24681.06,68.43,58.41,1.98,-4.78
Manufacturing,Europe,India,2002,131.9,279.52,14.14,10.04,29.42,1.84,1463.43,7570.27,38.45,62.89,-4.08,-1.9
Energy,Europe,India,2020,191.27,365.63,51.16,64.39,22.42,1.82,458.84,23650,68.69,5.05,-6.98,-2.96
Manufacturing,Europe,India,2008,12.91,64.4,5.42,138.19,20.32,5.22,1170.01,3450.69,90.32,40.66,6.69,3.98
Construction,Europe,India,2008,219.48,718.38,21.1,119.93,10.75,11.22,243.99,436.17,75.46,9.61,-5.38,-0.23
Manufacturing,Europe,India,2009,123.89,790.91,88.24,110.39,36.58,16.04,1226.78,1970.64,66.65,93.27,5.62,-3.12
Construction,Europe,India,2018,183.83,780.83,3.99,53.82,41.72,4.59,1404.27,2757.54,80.72,8.96,4.42,4.05
Construction,Europe,India,2011,168.02,133.55,29.51,18.59,28.3,19.32,747.61,17687.84,60.72,3.59,-4.65,5.8
Manufacturing,Europe,India,2003,270.11,744.52,6.69,45.1,10.4,19.93,44.18,14167.01,94.1,3.23,8.86,5.74
Mining,Europe,India,2000,19.07,852.67,91.27,22.15,29.87,4.74,1323.53,17178.95,59.5,16.38,-8.7,4.97
Manufacturing,Europe,India,2018,119.5,698.71,82.77,23.79,13.37,2.43,1347.08,21547.03,20.11,11.07,2.33,0.57
Mining,Europe,India,2005,24.64,932.25,5.04,38.95,36.3,11.01,487.54,445.5,64.63,23.01,-7.26,-4.65
Construction,Europe,India,2003,16.39,41.09,45.6,140.28,17.73,16.61,1263.53,6937.42,95.77,17.63,12.46,1.28
Energy,Europe,India,2000,299.48,386.11,32.71,198.15,24.22,2.38,1471.63,7326.82,37.46,21.25,9.63,1.86
Mining,Europe,India,2004,65.7,833.73,75.98,38.37,23.18,6.56,1474.61,23527.12,31.25,64.12,-6.85,5.58
Construction,Europe,India,2020,38.96,68.19,4.35,105.71,1.59,3.37,621.47,13916.15,36.6,10.57,-0.73,0.66
Manufacturing,Europe,India,2003,125.79,12.05,67.75,75.05,2.31,9.59,124.28,4801.5,74.89,32.4,-6.76,7.81
Manufacturing,Europe,India,2006,171.4,818.6,5.39,10.76,19.21,10.26,527.56,4969.06,57.76,95.11,-5.68,-3.87
Manufacturing,Europe,India,2006,263.98,627.92,98.69,132.24,39.56,7.91,643.58,1408.73,36.03,81.11,-2.56,0.9
Mining,Europe,India,2000,14.75,86.2,72.82,107.06,31.85,16.47,1381.99,18726.66,23.49,30.48,3.84,6.58
Manufacturing,Europe,India,2010,80.78,158.55,90.54,199.08,11.72,3.96,441.41,23408.76,71.39,80.62,1.58,1.64
Energy,Europe,India,2011,58.58,483.21,36.92,97.2,15.33,8.55,458.86,16221.88,74.78,7.22,13.05,8.08
Mining,Europe,India,2010,66.5,848.48,54.11,29.21,2.18,17.86,282,22916.52,50.56,36.47,-2.21,1.93
Energy,Europe,India,2005,216.15,651.03,2.9,7.43,2,15.49,193.79,14198.8,40.58,12.67,0.11,-4.8
Mining,Europe,India,2001,10.19,448.01,38.92,198.44,17.37,10.52,348.94,22918.33,76.49,15.16,-7.97,6.87
Manufacturing,Europe,India,2012,245.59,315.22,13.11,149.9,3.62,18.56,816.82,8225.36,74,55.16,7.84,5.78
Manufacturing,Europe,India,2016,142.1,855.66,79.95,174.03,32.21,5.77,209.76,4291.61,94,75.64,1.54,8.29
Construction,Europe,India,2008,24.88,151.99,41.58,153.39,40.1,3.9,578.8,11145.71,99.71,40.35,9.39,5.42
Energy,Europe,India,2006,105.09,325.14,4.24,110.31,44.57,7.66,597.04,12919.03,43.19,10.99,5.49,9.01
Manufacturing,Europe,India,2022,88.14,568.86,80.49,26.63,22.08,2.44,943.57,22948,65.76,30.68,11.24,3.78
Manufacturing,Europe,India,2013,291.1,32.08,10.82,33.75,9.11,18.91,673.23,17463.95,54.89,75.71,9.9,-2.28
Energy,Europe,India,2016,195.26,136.6,88.22,81.39,24.95,12.69,187.57,13919.92,56.46,81.95,7.78,-0.63
Construction,Europe,India,2006,95.43,41.05,24.09,91.23,39.46,1.16,903.57,8167.16,88.04,92.03,12.89,-3.81
Mining,Europe,India,2019,289.8,971.01,6.6,73.8,41.67,0.67,1490.28,1380.16,81.12,32.85,11.17,2.09
Manufacturing,Europe,India,2017,31.47,799.63,70.5,198.41,35.86,11.35,855.74,9365.28,89.66,87.19,14.45,9.58
Manufacturing,Europe,India,2018,229.92,124.48,80.32,40.88,0.18,19.37,915.17,11961.29,95.14,38.16,-5.74,-4.4
Construction,Europe,India,2005,104.27,570.63,53.57,30.3,31.52,3.15,571.79,24449.59,74.67,3.84,7.48,-4.98
Construction,Europe,India,2012,138.21,569.01,39.95,93.49,22.88,14.56,1399.31,18186.7,92.59,34.17,6.19,-4.65
Mining,Europe,India,2017,46.23,86.45,52.82,160.02,32.89,0.98,1003.96,24446.76,60.04,23.17,-2.09,-0.34
Manufacturing,Europe,India,2013,255.54,42.52,29.33,141.3,14.73,15.02,953.32,2546.28,37.46,55.87,8.94,2.86
Manufacturing,Europe,India,2012,3.22,844.82,70.8,107.21,41.78,13.14,70.96,6545.26,24.72,41.69,13.51,-4.1
Mining,Europe,India,2004,140.02,836.24,46.66,131.34,24.5,1.37,221.92,6557.1,73.19,39.23,-6.54,-0.67
Mining,Europe,India,2002,160.27,123.36,92.95,179.32,15.48,3.4,1062.83,12901.74,78.02,32.37,8.81,3.37
Mining,Europe,India,2012,212.3,206.02,80.49,90.26,29.4,16.47,331.47,14108.42,59.38,27.98,4.71,-2.21
Manufacturing,Europe,India,2006,122.43,317.98,95.1,54.24,43.52,15.7,1488.12,4515.62,76.73,78.7,-4.66,-4.59
Manufacturing,Europe,India,2009,128.56,426.89,37.66,101.27,43.88,11.77,550.57,19995.67,57.16,1.34,5.62,0.78
Energy,Europe,India,2009,232.91,113.38,23.18,63.71,9.78,15.38,463.11,13706.94,77.39,72.54,-9.64,2.88
Construction,Europe,India,2004,254.82,981.8,27.54,168.07,42.22,3.04,248.15,14463.76,45.71,34.13,-5.56,-3.36
Construction,Europe,India,2014,123.22,459.72,17.28,33.6,38.4,8.41,834.37,1878.78,50.94,22.34,-3.13,3.67
Manufacturing,Europe,India,2022,296.1,947.17,96.64,119.91,25.45,18.04,1406.33,2348.53,78.73,78.85,13.09,2.21
Mining,Europe,India,2009,168.06,486.73,29.98,75.73,18.41,18.02,1311.69,24714.68,64.35,75.19,1.24,1.95
Construction,Europe,India,2022,186.92,858.51,9.04,83.32,12.48,1.4,361.32,14178.38,23.57,35.55,14.8,9.46
Energy,Europe,India,2016,271.05,39.66,35.75,194.95,29.03,7.32,1011.38,4867.46,84.93,4.12,10.22,7.61
Manufacturing,Europe,India,2021,298.79,687.02,66.4,106.9,44.66,19.38,504.83,1844.58,55.55,69.33,13.24,7.37
Manufacturing,Europe,India,2000,273.8,304.25,21.74,49.19,31.67,4.32,671.7,6040.65,80.57,96.23,-9.69,7.73
Construction,Europe,India,2022,45.08,516.59,79.9,158.31,24.47,12.23,72.29,9399.32,44.13,49.93,5.74,0.84
Construction,Europe,India,2011,83.59,438.98,61.01,164.77,28.5,5.92,101.28,15026.55,57.65,61.33,11.7,-0.3
Manufacturing,Europe,India,2007,166.12,418.44,17.38,148.29,20.19,13.13,1050.76,8913.56,82.11,25.74,2.35,3.74
Mining,Europe,India,2009,202.54,282.26,61.84,141.78,33.84,6.27,94.84,21597.66,79.55,93.59,-0.3,-2.35
Energy,Europe,India,2005,291.11,998.74,9.09,93.06,0.19,9.66,598.36,6841.08,78.93,53.52,5.24,-1.96
Mining,Europe,India,2009,222.05,834.87,3.56,25.87,31.12,5.95,991.73,19933.39,88.37,45.66,-0.51,-4.58
Mining,Europe,India,2019,186.51,224.21,3.63,113.59,39.39,10.95,81.18,18313.18,87.66,69.34,3.32,-0.93
Construction,Europe,India,2017,96.25,442.36,6.7,11.58,33.51,17.25,1259.24,19429.64,34.4,19.35,3.56,3.89
Mining,Europe,India,2007,131.92,758.66,82.72,9.9,24.93,8.83,1349.13,16818.68,76.62,67.12,6.8,-0.97
Energy,Europe,India,2015,268.46,593.49,39.07,121.34,40.12,2.5,809.6,15296.43,36.39,24.89,8.3,4.62
Construction,Europe,India,2000,65.97,953.35,52.75,22.02,3.32,11.44,996.39,12656.82,62.26,39.84,5.67,-0.43
Energy,Europe,India,2015,90.17,122.91,8.93,146.55,26.89,10.51,217.23,18907.46,65.94,2.07,8.4,0.93
Energy,Europe,India,2019,174.98,447.15,87.7,44.33,22.59,5.41,662.27,8925.47,45.92,51.73,8.14,5.65
Construction,Europe,India,2005,194.62,8.8,65.04,59.46,5.09,4.69,1382.11,22698.04,67.2,87.83,-4.99,5.63
Construction,Europe,India,2000,228.77,505.06,45.65,4.94,7.43,10.9,1109.24,14155.31,71.18,52.62,-3.14,6.86
Manufacturing,Europe,India,2016,246.27,467.42,73.36,100.03,29.83,1.32,530,4434.25,23.07,45.2,0.15,-0.41
Mining,Europe,India,2005,132.32,113.14,78.03,47.82,42.18,11.39,705.07,2504.67,48.67,0.23,2.7,3.45
Energy,Europe,India,2019,276.5,19.97,60.66,39.87,47.85,1.83,206.81,20002.76,33.44,47.38,9.22,9.61
Construction,Europe,India,2004,166.51,26.98,16.87,185.75,46.72,7.24,1064.19,2942.37,96.51,47.09,10.44,3.97
Mining,Europe,India,2013,207.58,891.56,8.19,160.19,1.26,15.74,1498.27,2420.02,97.18,18.08,8.38,0.47
Manufacturing,Europe,India,2015,70.25,990.41,47.02,141.46,19.68,17.97,312.05,14396.9,48.38,27.73,-4.15,2.3
Mining,Europe,India,2018,54.9,114.14,13.98,135.25,44.17,10.02,735.85,22958.14,56.52,18.3,7.01,-4.78
Construction,Europe,India,2021,21.18,340.33,47.13,186,46.52,0.22,132.13,2659,88.23,39.9,4.57,7.43
Manufacturing,Europe,India,2009,111.38,509.07,15.73,144.88,12.35,5.19,540.27,14934.31,59.62,67.45,-3.46,1.49
Construction,Europe,India,2018,239.45,483.8,11.44,64.42,46.52,17.08,1438.63,22403.83,40.21,58.32,1.38,6.77
Energy,Europe,India,2006,272.85,903.85,11.44,54.12,31.57,11.26,950.48,24333.52,54.72,68.63,15,8.38
Construction,Europe,India,2011,198.49,71.78,85.83,111.74,38.86,15.1,1328.62,6908.32,23.62,97.46,-6.83,2.77
Manufacturing,Europe,India,2021,180.46,780.9,75.61,6.95,40.59,1.4,1233.36,12037.81,66.49,11.55,-9.39,6.92
Mining,Europe,India,2022,38.69,437.35,34.11,8.37,46.67,19.38,362.3,18999.43,80.45,71.86,-2.74,6.36
Construction,Europe,India,2001,32.92,444.36,56.12,69.86,14.59,12.15,1425.26,10309.55,87.22,6.64,12.75,6.86
Energy,Europe,India,2017,194.46,983.61,48.31,128.73,4.55,17.27,441.51,11999.11,72.26,39.46,-0.98,1.94
Mining,Europe,India,2015,20.35,918.47,77.76,149.52,44.31,7.68,638.53,16784.37,92.98,99.23,8.97,-1.82
Mining,Europe,India,2017,116.79,552.32,63.83,174.84,0.63,1.17,1078.42,8475.65,20.63,54.3,9.34,-0.71
Construction,Europe,India,2002,49.64,737.2,50.69,125.54,44.07,19.9,1261.46,20967.59,70.86,17.27,6.83,3.32
Manufacturing,Europe,India,2004,124.25,906.69,79.5,81.82,30.43,3.43,116.88,204.57,60.48,89.9,0.66,1.93
Manufacturing,Europe,India,2021,290.92,770.97,99.74,76.99,32.32,15.74,45.79,1421.67,65.23,49.69,-6.84,-0.5
Mining,Europe,India,2017,95.79,247.66,81.24,158,26.8,6.14,23.78,7489.35,99.97,87.69,5.14,1.79
Energy,Europe,India,2019,50.37,114.68,81.02,175.22,2.19,9.91,1394.74,16902.11,90.21,53.06,-6.69,9.05
Mining,Europe,India,2019,150.33,231.51,5.36,165.72,15.59,11.28,388.28,10070.7,47.81,61.6,-0.76,-3.41
Construction,Europe,India,2017,200.99,611.71,69.38,45.95,38.31,3.57,727.06,18654.09,37.53,95.19,14.77,5.26
Manufacturing,Europe,India,2001,196.16,797.03,24.9,173.68,40.06,18.86,944.83,19805.25,70.83,7.85,4.88,-0.17
Manufacturing,Europe,India,2008,171.32,790.29,83.23,115.5,36.49,16.01,752.17,5895.29,28.31,13.07,-1.23,9.02
Mining,Europe,India,2001,172.51,580.23,90.24,89.36,7.17,19.01,1109.21,9382.12,38.96,65.51,-0.83,0.2
Construction,Europe,India,2004,149.75,45.99,54.82,146.79,41.85,16.61,564.41,6209.22,39.98,42.77,11.39,0.08
Mining,Europe,India,2021,10.33,646.52,50.93,10.86,45.7,4.83,591.92,16471.8,22.81,35.22,1.3,4.94
Energy,Europe,India,2004,87.72,57.57,44.66,194.3,30.74,9.69,60.83,3415.89,77.78,28.05,2.29,2.04
Manufacturing,Europe,India,2010,151.33,323.16,64.84,12.13,6.35,11.82,1041.99,244.69,42.54,83.79,7.15,-2.83
Mining,Europe,India,2008,128.9,777.25,49.34,182.11,27.79,14.73,799.55,23124.03,35.47,71.53,-7.3,5.1
Construction,Europe,India,2006,106.92,659.38,11.46,9.88,30.81,19.77,848.07,740.29,23.2,63.88,11.91,6.47
Mining,Europe,India,2020,140.05,870.46,83.85,132.96,34.64,14.66,279.56,8769.69,25.58,29.98,-5.34,-3.71
Mining,Europe,India,2012,165.92,572.16,96.49,65.34,28.5,3.33,239.41,18151.53,73,77.38,-9.4,-0.66
Mining,Europe,India,2020,64.31,972.92,70.27,143.64,5.61,10.5,1145.11,700.08,33.14,36.01,-7.58,-0.5
Manufacturing,Europe,India,2020,212.83,568.28,51.61,111.65,38.21,16.67,219.38,9065.86,68.99,96.48,13.77,2.47
Manufacturing,Europe,India,2012,226.57,544.95,2.54,2.91,12.12,14.84,912.15,5998.88,55.32,85.35,7.8,-2.33
Manufacturing,Europe,India,2008,266.49,742.17,26.53,156.41,45.55,16.92,1086.5,5669.13,35.46,80.22,7.4,9.84
Mining,Europe,India,2011,90.5,653.3,24.13,194.81,6.26,0.53,573.75,5021.72,32.8,79.37,13.64,7.9
Mining,Europe,India,2009,217.69,280.55,20.1,75.53,44.02,8.5,1292.86,4183.9,48.14,77.63,-4.39,-2.9
Construction,Europe,India,2003,169.12,102.18,36.58,150.42,42.29,18.5,771.95,881,84.9,47.49,-3.87,-1.5
Mining,Europe,India,2005,204.37,153.42,69.71,78.7,0.69,10.05,230.29,1479.59,20.01,64.91,10.58,3.87
Energy,Europe,India,2013,93.62,707.35,27.04,136.94,32.18,9.51,830.25,22918.08,68.78,90.15,-3.66,-3.77
Mining,Europe,India,2018,168.11,572.47,65.84,167.89,46.86,3.39,1344.66,13358.55,62.99,44.06,12.4,-2.37
Construction,Europe,India,2020,148.61,341.63,5.71,61.58,9.2,14.44,1195.88,4156.56,96.29,23.58,11.89,9.98
Energy,Europe,India,2019,194.84,556.28,5.2,170.68,46.3,19.05,754.8,13198.46,40.07,15.57,-4.54,0.2
Energy,Europe,India,2008,143.41,426.99,60.07,168.91,31.54,18.51,723.96,5893.99,90.33,72.83,10.84,0.4
Manufacturing,Europe,India,2018,175.59,676.73,72.99,170.91,27.41,6.07,225.3,3310.99,50.38,83.77,1.58,2.31
Energy,Europe,India,2003,48.94,876.39,98.56,19.47,30.4,10.9,1190.82,5248.71,86.68,46.61,3.64,1.03
Mining,Europe,India,2015,125.83,912.62,97.66,112.95,18.15,0.45,194.83,13388.06,25.25,79.09,8.4,1.06
Manufacturing,Europe,India,2007,89.44,264.68,69.5,173.15,7.1,13.66,1423.93,22055.85,99.16,6.42,-0.43,6.79
Manufacturing,Europe,India,2012,273,950.55,9.39,123.97,44.19,19.6,387.7,6299.87,50.83,40.95,5.62,9.84
Manufacturing,Europe,India,2022,291.63,57.57,94.66,154.96,0.39,18.59,441.54,6239.65,71.49,29.03,6.68,8.03
Construction,Europe,India,2016,182.17,191.1,33.63,10.9,24.04,17.41,1415.26,24241.86,96.15,12.48,-8.48,6.71
Construction,Europe,India,2004,179.47,138.31,59.32,171.92,21.39,16.45,1433.13,5077.54,87.52,97.43,6.9,8.53
Energy,Europe,India,2021,148.49,879.39,12.23,83.57,32.14,19.06,1469.03,24995.56,22.43,67.87,-3.75,3.86
Manufacturing,Europe,India,2001,44.49,187.07,61.48,130.04,39.86,2.16,78.7,14288.82,30.17,43.47,5.05,6.33
Construction,Europe,India,2012,230.24,551.02,88.5,183.61,24.31,6.49,315.89,10383.94,58.95,64.46,-4.99,-4.6
Construction,Europe,India,2015,63.92,327.77,34.19,40.91,44.28,18.68,77.37,15005.55,32.99,87.66,3.97,8.24
Mining,Europe,India,2008,79.47,879.17,32.45,129.26,35.26,19.77,464.64,1785.51,45.18,97.94,12.83,9.06
Energy,Europe,India,2008,183.96,387.37,36.05,31.83,0.68,3.78,367.22,21902.48,36.8,30.21,11.49,5.46
Mining,Europe,India,2012,108.31,215.2,85.24,157.42,32.73,14.78,296.59,4831.39,65.95,68,-2.44,-2.38
Mining,Europe,India,2002,129.69,139.77,59.77,77.51,44.79,1.75,418.67,4335.21,78.95,53.75,-2.41,-4.69
Manufacturing,Europe,India,2008,128.15,347.33,52.3,117.36,10.13,1.64,148.5,19115.06,45.32,3.54,-8.52,-3.45
Energy,Europe,India,2013,105.8,397.66,41.31,83.5,0.35,14.41,654.5,20265.92,80.39,96.86,6.32,-2.61
Energy,Europe,India,2000,67.82,585.45,75.55,198.39,22.02,17.55,1449.56,2609.65,97.31,19.59,8.54,-0.04
Mining,Europe,India,2010,119.86,125.44,38.27,192.53,18.03,19.33,31.49,11922.31,21.09,0.99,7.4,6.51
Construction,Europe,India,2017,71.37,65.86,66.41,7.6,3.91,14.75,453.52,2082.96,77.72,32.42,-4.51,-4.38
Mining,Europe,India,2009,160.67,380.79,13.53,92.26,11.17,14.12,311.08,24845.42,48.39,18.16,-0.52,5.94
Manufacturing,Europe,India,2014,82.58,355.64,70.2,44.27,14.58,3.02,95.61,20798.78,53.24,54.79,9.61,5.21
Construction,Europe,India,2010,109.58,935.22,66.82,84.53,31.35,17.16,1102.28,17565.44,53.56,53.26,10.75,3.88
Mining,Europe,India,2020,72.88,659.7,0.63,150.43,34.53,8.9,1394.46,11342.26,77.87,62,-9.95,5.22
Energy,Europe,India,2007,199.41,669.78,54.3,38.71,35.6,9.55,1020.35,19167.88,49.9,3.12,12.38,7.62
Energy,Europe,India,2016,169.01,71.04,1.58,102.76,48.19,7.11,1456.01,11090.27,84.07,16.14,9.94,-2.02
Energy,Europe,India,2000,78.28,601.56,25.14,39.05,9.05,6.33,1036.93,22500.99,42.77,58.66,-1.23,-0.87
Manufacturing,Europe,India,2008,174.22,470.75,51.66,100.24,42.79,14.21,1402.98,16041.51,83.22,22.32,14.92,-2.29
Manufacturing,Europe,India,2005,20.27,959.98,4.52,120.93,38.99,16.57,889.5,4056.15,78.88,11.29,-1.55,6.26
Construction,Europe,India,2009,289.37,637.76,15.42,123.7,36.28,6.24,1400.76,21377.89,42.69,82.39,-0.76,6.69
Mining,Europe,India,2021,177.47,543.16,9.43,148.28,17.54,9.53,1297.81,9574.27,97.34,86.98,-6.7,-3.92
Manufacturing,Europe,India,2004,232.72,519.16,39.18,194.24,18.33,16,521.29,23584.12,64.13,6.5,13.06,1.39
Mining,Europe,India,2000,97.64,196.92,9.13,159.6,4.44,4.44,1297.49,7298.81,51.77,84.4,-3.86,3.63
Construction,Europe,India,2022,262.53,31.39,95.71,42.92,6.14,15.52,365.43,21559.78,83.13,13.66,7.65,-3.38
Construction,Europe,India,2020,38.17,489.86,31.1,49.71,46.71,12.2,921.8,5598.61,36.74,96.84,14.3,0.06
Construction,Europe,India,2009,252.94,643.71,51.58,171.71,21.53,12.44,252.23,7273.11,40.59,34.38,-3.03,7.18
Mining,Europe,India,2006,160.81,885.93,19.97,95.69,19.8,16.31,808.54,7016.75,38.94,35.96,8.3,6.43
Mining,Europe,India,2019,231.68,937.28,70.05,94.17,11.89,8.82,1434.7,12369.94,61.67,25.34,-2.68,4.78
Energy,Europe,India,2011,17.66,468.33,4.13,171.35,22.8,16.65,150.38,22171.97,55.34,83.96,3.91,7.45
Manufacturing,Europe,India,2007,287.95,798.82,49.37,128.02,3.86,0.82,1403.31,12314.84,99.82,20.47,13.35,8.68
Mining,Europe,India,2021,111.52,718,40.46,163.82,33.5,14.74,1316.04,7712,20.29,23.66,-9.05,3.77
Construction,Europe,India,2011,181.58,52.25,4.78,39.97,14.25,17.33,836.57,11608.89,26.75,41.86,-1.2,-1.33
Manufacturing,Europe,India,2019,267.47,763.18,73.04,163.86,21.07,16.79,830.07,934.06,42.15,23.51,-1.08,2.31
Energy,Europe,India,2017,36.54,114.9,86.89,118.34,13.41,4.31,261.99,5685.01,89.86,40.59,14.86,-2.08
Manufacturing,Europe,India,2021,139.48,751.04,78,15.9,25.68,14.32,371.64,10536.55,59.71,23.14,13.53,9.73
Energy,Europe,India,2018,114.39,373.91,24.79,86.71,30.07,8.29,87.78,4598.17,64.73,59.34,8.02,8.93
Mining,Europe,India,2015,205.98,30.66,63.25,158.24,34.5,4.77,743.59,24890.47,68.11,52.28,-4.48,5.63
Construction,Europe,India,2013,39.5,54.91,10.5,124.85,4.91,14.04,1394.31,8417.3,53.77,68.23,10.76,6.93
Mining,Europe,India,2000,101.54,681.62,61.59,103.57,32.09,4.52,1426.85,19992.5,48.53,9.51,9.7,2.72
Energy,Europe,India,2018,253.33,807.73,43.31,141.31,23.3,17.49,590.28,4251.36,32.82,12.77,0.97,1.08
Manufacturing,Europe,India,2005,101.01,463.77,69.47,172.72,41.54,4.48,1075.27,2437.23,91.56,52.67,-8.72,8.01
Energy,Europe,India,2022,101.67,366.13,90.39,100.92,10.44,7.01,885.55,10363.22,32.32,47.18,-3.3,-2.07
Mining,Europe,India,2004,194.14,604.11,78.92,23.15,35.83,19.39,334.93,12977.44,25.91,69.1,-1.24,0.23
